"State Office","Divisional Office","Sales Area","RO Code","RO Name","DRC (Location)","Address","State","District","Pin Code","RO Type","Class Of Market","Highway No","Latitude","Longitude","Primary Mobile","Secondary Mobile","Email","Last Load","Sales Officer Name","Sales Officer Mobile","Sales Officer Email","DRSM Name","DRSM Mobile","DRSM Email"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","347361","SHREE MAULI PETROLEUM","BHALWANI           -AHMEDNAGAR","PETROLEUM,Gat No.28,BHALWANI","Maharashtra","AHMADNAGAR","414103","RO A Site-CorpusFund","D1","61","19.1129125","74.5580355","9767421462","0","nanasahebthakare1985@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","353751","K.M.S.K ENERGY AND AUTO SERVICE STA","TAKLI-DHOKESHWAR    007255-AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.1005/1 Village Kolgaon,KOLGAON","Maharashtra","AHMADNAGAR","413728","RO A Site","D1","160","18.804293","74.658985","7666631515","0","balasahebdalvi6994@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","358164","SARTHAK PETROL PUMP","BHALGAON            -AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.712 Village Bhalgaon,BHALGAON","Maharashtra","AHMADNAGAR","414113","RO A Site-CorpusFund","D1","752E","19.1213759","75.4408994","8149023971","9689722355","jadhav.nikita26@gmail.com","26-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","211916","YASH ENTERPRISES","JAMKHED             000305-AHMEDNAGAR","INDIANOIL DEALERS S.NO.1145,AHMEDNAGAR BEEDROAD - SH 55,AHMEDNAGAR","Maharashtra","AHMADNAGAR","423601","RO B Site","D1","561","18.740053","75.304045","9404977927","0","yashenterprisesjamkhed@gmail.com","30-JUN-23","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","126097","LAXMI SERVICE STATION","PARNER              000539-AHMEDNAGAR","INDIAN OIL DEALERS,AT & POST : PARNER,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414302","RO B Site","D2","50","19.007562","74.42344","9423166606","9763685807","laxmissparner@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","260035","SATGURU FUELS KSK","SHRIGONDA           006642-AHMEDNAGAR","C/O VITTHAL MANAJI KHETMALIS,PARGAON ROAD,SHRIGONDA","Maharashtra","AHMADNAGAR","413701","KSK-B Recovery","D2","50","18.621987","74.693806","9881833423","0","satgurufuels.shrigonda@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","285018","SHRI SAI GANESH PETROLEUM","JAWALA              -AHMEDNAGAR","GAT NO 1570,VILLAGE JAWALE,JAWALE","Maharashtra","AHMADNAGAR","414306","RO B Site","D1","761","18.928006","74.312645","9096850010","0","Snehal.salke19@gmail.com","29-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","385864","SHIV SHAMBHU PETROLEUM KSK","DEODAITHAN          2668 AHMEDNAGA","Indian Oil Retail Outlet,At 727/1 Village- Pimpalgaon Pisa,Pimpalgaon Pisa","Maharashtra","AHMADNAGAR","413703","KSK-B Recovery","E"," ","18.79174528383566","74.58045508770083","9860985756","0","prashant.lahare13@gmail.com","25-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","192254","SHAKTI AUTO CENTRE","MIRAJGAON           000442-AHMEDNAGAR","INDIANOIL DEALERS,GAT NO. 134/2-B(PART)BABHULGAON,MIRAJGAON","Maharashtra","AHMADNAGAR","414401","RO A Site","D1","561A","18.700082","75.041353","9011549049","0","Shaktiautocenter2014@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","285030","SAI PETROLEUM KSK","VISAPUR             -AHMEDNAGAR","GAT NO 38,VILLAGE VISAPURGAON,VISAPUR","Maharashtra","AHMADNAGAR","413703","KSK-B Recovery","E"," ","18.821102","74.599395","9834655325","0","akilsyd09@gmail.com","29-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","126098","SONA ENTERPRISES","ARANGAON            001093-AHMEDNAGAR","INDIAN OIL DEALERS,NAGAR-DAUND ROAD,ARANGAON","Maharashtra","AHMADNAGAR","414303","RO B Site","D1","160","19.038321","74.720593","9420019755","0","sonaenterpri@gmail.com","23-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","338885","TISGAON FUEL PLAZA","TISGOAN             -AHMEDNAGAR","GAT NO.224/3,VILLAGE TISGAON,TISGAON","Maharashtra","AHMADNAGAR","414106","RO A Site","D1","61","19.182854","75.058083","9922996802","0","tisgaonfuelplaza@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","383737","DNYANESHWARI PETROLEUM","KULADHARAN                 -AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.164 Village Takali Kadevali,TAKALI KADEWALIT","Maharashtra","AHMADNAGAR","413701","KSK-B Recovery","E"," ","18.534059","74.747511","7055484751","0","sudhirranmal@gmail.com","29-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","312274","MAITRI PETROLEUM","MANIK DAUNDI        -AHMENDNAGAR","GAT NO. 254/1)P)VILLAGE MANIKDAUND,TAL - PATHARDI,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414102","RO B Site","D2","157","19.09184","75.143063","9421420901","0","maitripetroleum2018@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","227915","PREETAM SERVICE STATION","RUICHATISI           -AHMEDNAGAR","INDIAN OIL DEALER,GUT NO. 762RUI CHATTISI,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414005","RO B Site","D1","561A","18.915725","74.833766","9657607231","7040709003","pritamservicestation.indianoil@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","265363","SHRI NANDADEVI PETROLEUM","NANNAJ                -AHMEDNAGAR","VILLAGE NANNAJ,TALUKA JAMKHED,NANNAJ","Maharashtra","AHMADNAGAR","413205","RO B Site","D2","143","18.612695","75.304964","9423387450","0","shrinandadevipetrolium265363@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","383803","KADAM PETROLEUM","KULADHARAN                 -AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.203/3 Village Baradgaon Sud,BARADGAON SUDRIK","Maharashtra","AHMADNAGAR","414403","RO B Site","D2"," ","18.44927295","74.81045094","9595581658","0","ratnadipk95@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","382655","BALAJI PETROL PUMP","NANNAJ                -AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.433/1 Village Padali,PADALI","Maharashtra","AHMADNAGAR","415106","RO B Site","D2"," ","18.684210","75.304199","9881214141","0","dadaduche41@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","342102","BHAGWAN PETROLEUM","SAKUR              -AHMEDNAGAR","GAT NO-101/12,VILLAGE SAKUR,SAKUR","Maharashtra","AHMADNAGAR","422622","RO B Site","D2","50","19.341552","74.310061","9922710620","0","adikkhemnar9@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","126113","TRIMURTI AUTOMOBILES","TAKLI-DHOKESHWAR    007255-AHMEDNAGAR","INDIAN OIL DEALERS,TAKLIDHOKESHWAR,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414304","RO B Site","D1","222","19.156943","74.375508","9423387677","0","trimurtikhilari@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","383832","BORUDE PETROLEUM","MIRAJGAON           000442-AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.48/2/1 & Gat No.48/2/2,KOKANGAON","Maharashtra","AHMADNAGAR","414401","RO B Site","D1"," ","18.753935","74.992805","9049254777","0","ravindra77borude@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","196164","SHIVRATNA PETROLEUM","KHARDA              004290-AHMEDNAGAR","INDIANOIL DEALERS,GAT NO.783/1A/P-KHARDA TAL -,AHMEDNAGAR","Maharashtra","AHMADNAGAR","413204","RO A Site","D2","157","18.648731","75.454187","9423164155","0","sp9423164155@gmail.com","27-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","392938","GANGAGIRI PETROLEUM","MIRAJGAON           000442-AHMEDNAGAR","GAT NO. 34 AT NAGAMTHAN,TAL KARJAT,NAGAMTHAN","Maharashtra","AHMADNAGAR","414401","RO B Site","D1"," ","","","8329858727","0","rameshkhule98@gmail.com","30-MAY-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","328616","SHRI VYANKANATH PETROLEUM KSK","LONI VYANKANATH     -AHMEDNAGAR","GAT NO.644(P),VILLAGE LONI VYANKANATH,LONI VYANKANATH","Maharashtra","AHMADNAGAR","413702","KSK-A Recovery","E"," ","18.67035","74.61362","8888438576","0","vishalshirwale8@gmail.com","24-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","126354","S.M. BHANDARI","MIRAJGAON           000442-AHMEDNAGAR","INDIAN OIL DEALERS,MIRAJGAON,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414401","RO B Site","D1","516A","18.734696","75.025655","9960908282","0","smbhandaripetrolpump@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","345566","AABASHRI KISAN SEVA KENDRA","MIRAJGAON           000442-AHMEDNAGAR","GAT NO-25/1/B/1,VILLAGE- RATANJAN TALUKA- KARJAT,NAGALWADI","Maharashtra","AHMADNAGAR","414401","KSK-A Recovery","E"," ","18.71522","75.064051","9850889676","0","SWATI.LOKHANDE9676@GMAIL.COM","27-NOV-25","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","392222","COCO SHRIGONDA ADHOC NATHKRUPA PETR","SHRIGONDA           006642-AHMEDNAGAR","Indian Oil Petrol Pump,At Post Shrigonda,SHRIGONDA","Maharashtra","AHMADNAGAR","413701","ADHOC Dealer-A site","D2"," ","18.60579608514218","74.68899493287823","9768681010","0","manishabankar4848@gmail.com","25-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","345611","SHRI NAGESHWAR PETROLEUM","MIRAJGAON           000442-AHMEDNAGAR","GAT NO- 154/1 NAGALWADI,TALUKA- KARJAT,NAGALWADI","Maharashtra","AHMADNAGAR","414401","KSK-B Recovery","E"," ","18.707565","75.08638","9860541111","0","dattakrishi@gmail.com","27-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","347370","ABHISHEK PETROLEUM","TAKLI-DHOKESHWAR    007255-AHMEDNAGAR","PETROLEUM,Gat No-139 Village Dhoki,Dhoki","Maharashtra","AHMADNAGAR","414304","RO B Site","D1","61","19.1592213","74.4406279","7972600742","0","sanjaynarhe00@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","308603","SHRI VRIDHESWAR SAHAKARI SAKHAR KAR","KASAR PIMPALGAON    -AHMEDNAGAR","KASAR PIMPALGAON ON SH-148,GAT NO.112/2 (P),AHMEDNAGAR","Maharashtra","AHMADNAGAR","414505","RO B Site","D2","148","19.217199","75.097806","9822554497","0","vridheshwar@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","221803","Viva & Sons Petroleum","CHICHODI PATIL          -AHMEDNAGAR","Village Chichoindi Patil,Gut no. 937 SH no. 142,Chichondi Patil","Maharashtra","AHMADNAGAR","414201","RO A Site","D1","561","19.007485","74.902936","9766053615","0","vivaandsonspetroleum@gmail.com","26-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","308586","MORAYA PETROL PUMP","TAKLI KAZI","TAKLI KAZI ON RHS ON SH142,GAT NO.127/A/2/1,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414201","RO B Site","D1","561","19.03531","74.847508","9422266022","9421556617","moryapetrolpump18318@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","344153","HANGESHWAR PETROLEUM","SUPE                000616-PUNE","GAT NO.-1282,VILLAGE HANGA,HANGA","Maharashtra","AHMADNAGAR","414301","RO A Site-CorpusFund","D2","68","18.980301","74.495903","8999233106","9595501818","HANGESHWARPETROLEUM@GMAIL.COM","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","276696","SHRI SIDDHIVINAYAK PET. KSK","AMBIJALGAON          -AHMEDNAGAR","GAT NO 351/1 (P),VILLAGE AMBIJALGAON,AMBIJALGAON","Maharashtra","AHMADNAGAR","414402","KSK-B Recovery","D2","67","18.499595","75.050894","9090515858","0","ashikkumaranarase15@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","298395","SANSKAR PETROLEUM","DEODAITHAN          2668 AHMEDNAGA","GAT NO.835/2,VILLAGE DEVDAITHAN,AHMEDNAGAR","Maharashtra","AHMADNAGAR","413702","RO B Site","D2","50","18.825451","74.443516","9921600640","0","sanskarpetroleum@gmail.com","29-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","283241","OM SAI PETROLEUM","LAXMI DAHIWADI - SOLAPUR","GAT NO 36/1/2,MAUJE PIMPRI KOLANDAR,PIMPRI KOLANDAR","Maharashtra","AHMADNAGAR","413703","RO B Site","D2","50","18.770322","74.506036","7066123959","0","ssweekar11@yahoo.in","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","274636","DHARMNATH PETROLEUM","JAWALA              -AHMEDNAGAR","GAT NO 1076,VILLAGE JAWALA,JAWALA","Maharashtra","AHMADNAGAR","414306","RO B Site","D1","761","18.905963","74.334717","9637787046","0","dharmnathpetroleum@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","226104","YOGIRAJ PETROLEUM KSK","SAKUR              -AHMEDNAGAR","S.NO. 1479,At Sakur,Ahmednagar","Maharashtra","AHMADNAGAR","414302","KSK-B Recovery","E","49","19.3547","74.299805","9309154889","0","yogirajpetroliumksk@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","285568","BABA PETROL PUMP","PATHARDI            005686-AHMEDNAGAR","GAT NO 205,VILLAGE PATHARDI,PATHARDI","Maharashtra","AHMADNAGAR","414102","RO B Site","D1","222","19.171993","75.18344","9881824242","0","udayangarje@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","381186","NATHKRUPA PETROLEUM","KHANDGAON           -AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.174 Village Khandgaon,KHANDGAON","Maharashtra","AHMADNAGAR","414101","KSK-A Recovery","E"," ","19.545012","74.184231","9768681010","0","manishabankar4848@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","387724","TIRUPATI PETROLEUM","VANJARWADI          -AHMEDNAGAR","At 25/1 Village- Vanjarwadi(Taradg,Ahmednagar,Vanjarwadi(Taradgaon)","Maharashtra","AHMADNAGAR","413204","KSK-B Recovery","E"," ","18.59678379065053","75.435720794457","7744018308","0","sonajikeskar1183@gmail.com","25-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","126099","MANAV HIGHWAY SERVICES","JALGAON MAHI                 PUNE","INDIAN OIL DEALERS,JALGAON MAHITAL:KARJAT,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414303","RO A Site","D1","561A","18.661013","75.080366","9422268292","0","kotharipratik09@gmail.com","23-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","126064","KOTHARI AUTOMOBILES","JAMKHED             000305-AHMEDNAGAR","INDIAN OIL DEALERS,JAMKHED,AHMEDNAGAR","Maharashtra","AHMADNAGAR","413201","RO B Site","D1","561","18.740435","75.301255","9011126902","0","kothariauto10@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","268479","HANGESHWAR KISAN SEVA KENDRA","HANGEWDI            -AHMEDNAGAR","VILLAGE - HANGEWADI,TALUKA - SHRIGONDA,HANGEWADI","Maharashtra","AHMADNAGAR","413702","KSK-B Recovery","E"," ","18.654652","74.548393","9689717949","0","Vandanah4149@gmail.com","29-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","222614","Vishwas Kisan Seva Kendra","KULADHARAN                 -AHMEDNAGAR","Gut no. 295 Kuladharan,Taluka - Karjat,Kuldharan","Maharashtra","AHMADNAGAR","414402","KSK-B Recovery","D2"," ","18.55029","74.87775","9112950129","0","ksk.vishwas@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","312338","SHRI DATTAKRUPA PETROLEUM","GHARGAON            003247-AHMEDNAGAR","GAT NO. 451/1VILLAGE - GHARGAON,TAL - SHRIGONDA,AHMEDNAGAR","Maharashtra","AHMADNAGAR","413728","KSK-B Recovery","E"," ","18.739302","74.649683","9552335541","0","shridattakrupapetroleum@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","332752","MAULI KRUPA PETROLEUM","PARNER              000539-AHMEDNAGAR","GAT NO-679680,VILLAGE-PARNER,PARNER","Maharashtra","AHMADNAGAR","414302","KSK-A Recovery","E"," ","19.03724","74.48429","9545688881","0","mkpparner@gmail.com","23-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","381798","Mamta Petroleum","BHUTE TAKLI         -AHMEDNAGAR","Indian Oil RO,Gat No 113/12 Village Agaskhand,Agaskhand","Maharashtra","AHMADNAGAR","414102","RO B Site","D1"," ","19.191083","75.252717","8378007091","0","siddhesh.dhakne.dhakne@gmail.com","02-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","390976","SHYAM PETROLEUM","KULADHARAN                 -AHMEDNAGAR","GAT NO. 141/2 AT DOKEWADI,TALUKA SHRIGONDA,DOKEWADI","Maharashtra","AHMADNAGAR","413701","RO B Site","D1"," ","18.63651333168038","74.77591492558301","9422536470","0","vilasshinde5433@gmail.com","30-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","224595","SHREE SAI ANAND PETROLEUM","RUICHATISI           -AHMEDNAGAR","INDIANOIL DEALERS,Near  Anand Dhaba,Ahmednagar","Maharashtra","AHMADNAGAR","414005","RO B Site","D1","561A","18.890356","74.846191","9623232422","0","saianandpetro@gmail.com","01-JUL-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","391468","JAI HIND PETROLEUM","KULADHARAN                 -AHMEDNAGAR","Indian Oil Retail Outlet,Gat no.261/3,Sakur","Maharashtra","AHMADNAGAR","422622","KSK-A Recovery","E"," ","19.3450256408117","74.28585846575193","8550989818","0","chandrakantkhamkar201@gmail.com","31-MAR-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","350290","JAI BHAGWAN PETROLEUM","BHUTE TAKLI         -AHMEDNAGAR","Indian Oil Petrol Pump,Gat No.218/1 Village Bhute Takali,BHUTE TAKALI","Maharashtra","AHMADNAGAR","414113","RO B Site","D1","61","19.191506","75.30146","8261904380","0","funderavsaheb5@gmail.com","13-APR-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","269896","PRATIK FUELLING CENTRE","MADHEVADGAON         -AHMEDNAGAR","MADHEWADGAON SH-10,TALUKA - SHRIGONDA,MADHEWADGAON","Maharashtra","AHMADNAGAR","413726","RO B Site","D1","160","18.599031","74.602043","9765926001","0","nayantaras.17@gmail.com","29-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
"Maharashtra SO","Pune DO","Ahmednagar West  RSA","229160","SHAHID AMBADAS PAWAR SERVICE","GHARGAON            003247-AHMEDNAGAR","STATION INDIAN OIL DEALERS,Gat no.267/2Village Ghargaon,AHMEDNAGAR","Maharashtra","AHMADNAGAR","414002","RO A Site","D1","160","18.758129","74.642014","8956788289","0","sapssghargaon@gmail.com","27-JUN-26","Dharmendra Kumar Rathore","919111914500","RATHOREDK@INDIANOIL.IN","A. Rajaram","919443186494","RAJARAMA@INDIANOIL.IN"
